[INFO] [1785742767.724196765] [cartesian_streamer]: CartesianStreamer khởi động (chờ Enable Robot từ UI).
  Stream rate:       15 Hz (period=66.7ms)
[INFO] [1785742919.700202908] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742921.700461378] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742924.200058486] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742926.200423878] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742928.200941504] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742930.701279495] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742933.200471875] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742935.201010064] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742937.700451837] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742940.200444255] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742942.200991834] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742944.700770074] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742947.200413956] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742949.701076791] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742952.200702464] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742954.700810151] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742957.200468573] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742959.700564532] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742961.700704733] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742964.200822877] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742966.700820870] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742969.200274375] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742971.700668492] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742974.200933880] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742976.201124429] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742978.700270881] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742980.700438171] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742983.200152495] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742985.200363312] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742987.200422861] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742989.200732650] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742991.200926418] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742993.700937412] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742996.200618719] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742998.700232314] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785743000.700451151] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785743002.700909708] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785743005.200583631] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785743007.201232308] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785743009.700659336] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785743012.200855127] [cartesian_streamer]: Chờ /joint_states...
