[INFO] [1785742767.724196765] [cartesian_streamer]: CartesianStreamer khởi động (chờ Enable Robot từ UI).
  Stream rate:       15 Hz (period=66.7ms)
  Queue dt:          0.067 s
  Prebuffer points:  3
  Retry backoff:     66.0 ms
  Gửi PoseStamped lên: /cartesian_streamer/target_pose
  Gửi XYZ lên:        /cartesian_streamer/target_xyz
  Nhận EE pose tại:   /cartesian_streamer/current_pose
[INFO] [1785742768.200206761] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742770.200508861] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742772.200732246] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742774.200885966] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742776.701090111] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742779.201123666] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742781.701052607] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742784.200575074] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742786.700690730] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742789.200986839] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742791.701021484] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742794.201142175] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742796.701063390] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742798.701165614] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742801.201369115] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742803.701599821] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742806.201073637] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742808.201569421] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742810.700528911] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742813.201419616] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742815.701345784] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742818.200684049] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742820.700429856] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742823.200304768] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742825.701198097] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742828.201246234] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742830.701379382] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742833.200752901] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742835.701603528] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742838.200473344] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742840.200957910] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742842.201772145] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742844.701106739] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742846.701798098] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742849.200866957] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742851.201104927] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742853.700124725] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742855.701159527] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742858.201130881] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742860.700377506] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742863.200224374] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742865.200444369] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742867.200707390] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742869.700572240] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742871.700927881] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742874.200710880] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742876.700658317] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742878.700912811] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742880.701634605] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742883.200216977] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742885.200413433] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742887.700726343] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742890.200254498] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742892.200402587] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742894.700331027] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742896.700575491] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742899.200486694] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742901.200764962] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742903.200945535] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742905.700010557] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742907.700453172] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742910.200391836] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742912.200652400] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742914.700388952] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785742917.201000582] [cartesian_streamer]: Chờ /joint_states...
