[INFO] [1785741124.692074033] [cartesian_streamer]: CartesianStreamer khởi động (chờ Enable Robot từ UI).
  Stream rate:       15 Hz (period=66.7ms)
[INFO] [1785741272.174996670] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741274.675641373] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741277.175145719] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741279.674769516] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741282.174428192] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741284.174910601] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741286.674624485] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741288.675035049] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741291.174668412] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741293.175226013] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741295.674985165] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741297.675008441] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741300.174505892] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741302.174553754] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741304.674540700] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741307.174386449] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741309.673642570] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741311.674332295] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741313.674473699] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741316.173589038] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741318.173772623] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741320.174543881] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741322.673732359] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741324.675482006] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741327.175011015] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741329.175028508] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741331.675149737] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741334.175064706] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741336.674771708] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741339.175035978] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741341.674547881] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741343.674652650] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741345.675319498] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741348.174657934] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741350.174942057] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741352.175049965] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741354.674545187] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741357.174389566] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741359.674374261] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741361.674541392] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741363.675006570] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741366.174720904] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741368.175030823] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741370.674859138] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741373.174972026] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741375.175324025] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741377.675087992] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741380.173877634] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741382.175104814] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741384.674290702] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741387.174352390] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741389.675125333] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741392.174545342] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741394.174546241] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741396.674566219] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741398.674669032] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741400.674723006] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741403.174775524] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741405.674359983] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741407.675222810] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741410.173920299] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741412.174685075] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741414.674908998] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741417.173744072] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741419.174713177] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741421.675938142] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741424.174461354] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741426.174472756] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741428.675115641] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741430.675244273] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741433.174921558] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741435.674496637] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741437.675304153] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785741438.117009215] [cartesian_streamer]: Graceful shutdown: tắt Point Queue Mode trước khi thoát...
[INFO] [1785741438.117423158] [cartesian_streamer]: Robot chưa enable, không cần stop_traj_mode.
[INFO] [1785741438.117702767] [cartesian_streamer]: Shutdown hoàn tất. Tủ điện sẽ KHÔNG bị alarm.
