[INFO] [1785835440.645189538] [cartesian_streamer]: CartesianStreamer khởi động (chờ Enable Robot từ UI).
  Stream rate:       15 Hz (period=66.7ms)
  Queue dt:          0.067 s
  Prebuffer points:  3
  Retry backoff:     66.0 ms
  Gửi PoseStamped lên: /cartesian_streamer/target_pose
  Gửi XYZ lên:        /cartesian_streamer/target_xyz
  Nhận EE pose tại:   /cartesian_streamer/current_pose
[INFO] [1785835441.128150171] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835443.626769541] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835445.627603821] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835448.127220221] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835450.626688792] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835452.627168165] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835454.627238709] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835456.627811910] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835459.127606856] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835461.627212505] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835463.627415641] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835465.627775769] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835468.127276384] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835470.626933307] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835472.627525308] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835474.627560241] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835477.126360056] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835479.127123006] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835481.127163355] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835483.627595928] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835486.126930729] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835488.127415263] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835490.627315301] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835493.126858056] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835495.626373013] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835497.627003643] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835499.627287924] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835501.627480958] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835504.126776457] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835506.127814589] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835508.627230455] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835510.627476651] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835513.126921489] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835515.626367132] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835517.627563289] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835520.127317836] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835522.626990851] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835525.126888686] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835527.626814606] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835530.127251958] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835532.626977908] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835534.627628241] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835537.128012675] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835539.627245967] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835541.627380360] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835544.127140507] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835546.127360153] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835548.127645609] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835550.627125181] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835552.627806536] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835555.127452321] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835557.127584209] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835559.627182023] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835562.126665434] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835564.127344524] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835566.627360702] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835568.627387081] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835571.126934332] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835573.127544044] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835575.627669969] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835578.127182629] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835580.127529652] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835582.626988771] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835584.627144865] [cartesian_streamer]: Chờ /joint_states...
[INFO] [1785835587.126723099] [cartesian_streamer]: Chờ /joint_states...
