ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,filt_x,filt_y,filt_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff,role
1786355211439236749,2026-08-10T16:46:51.439255,prediction,0.070528,-0.018000,0.010043,0.069529,-0.027000,0.009327,True,0.109087,-0.043736,0.005043,0.039558,0.016736,0.004284,34.89,10,-0.161605,0.288148,0.379183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003920,-0.166460,0.076526,-0.014976,0.019552,-0.005248,READY
1786355211489904080,2026-08-10T16:46:51.489918,prediction,0.070528,-0.018000,0.010043,0.069529,-0.027000,0.009327,True,0.109211,-0.043670,0.004919,0.039683,0.016671,0.004408,46.56,10,-0.161843,0.283170,0.378778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001820,-0.164500,0.076526,-0.014816,0.019552,-0.004128,READY
1786355211532177404,2026-08-10T16:46:51.532203,prediction,0.070528,-0.018000,0.010043,0.069529,-0.027000,0.009327,True,0.109362,-0.043282,0.004861,0.039833,0.016282,0.004466,34.77,10,-0.162021,0.279434,0.378474,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003080,-0.164220,0.076194,-0.014976,0.019552,-0.003968,READY
1786355211558519244,2026-08-10T16:46:51.558533,prediction,0.070528,-0.018000,0.010043,0.069529,-0.027000,0.009327,True,0.109472,-0.042640,0.004879,0.039943,0.015640,0.004448,25.19,10,-0.162021,0.279434,0.378474,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.001540,-0.164220,0.076194,-0.015104,0.019552,-0.004128,READY
1786355211608397786,2026-08-10T16:46:51.608415,prediction,0.066681,-0.018000,0.010043,0.069529,-0.027000,0.009327,True,0.109570,-0.041943,0.004959,0.040041,0.014943,0.004369,29.05,10,-0.161991,0.280059,0.378524,0.000000,0.000000,0.002178,0.000000,0.000000,0.000000,0.010220,-0.218540,0.014110,-0.015104,0.021984,-0.004864,READY
1786355211632381689,2026-08-10T16:46:51.632399,prediction,0.066681,-0.018000,0.010043,0.069529,-0.027000,0.009327,True,0.109676,-0.041296,0.005071,0.040147,0.014296,0.004256,24.19,10,-0.161991,0.280059,0.378524,0.000000,0.003489,0.013086,0.000000,0.002609,0.000000,0.038640,-0.307720,-0.008300,-0.016032,0.040704,-0.003520,READY
1786355211662247599,2026-08-10T16:46:51.662266,prediction,0.070528,-0.018000,0.013897,0.069529,-0.027000,0.009327,True,0.109826,-0.040782,0.005209,0.040298,0.013782,0.004118,23.65,10,-0.161991,0.280059,0.378524,0.000000,0.009598,0.016580,0.000000,0.003051,0.000000,0.068740,-0.278320,-0.023406,-0.020704,0.062944,-0.003072,READY
1786355211681821369,2026-08-10T16:46:51.681839,prediction,0.070528,-0.018000,0.013897,0.069529,-0.027000,0.009327,True,0.109998,-0.040398,0.005358,0.040470,0.013398,0.003969,16.50,10,-0.161991,0.280059,0.378524,0.000000,0.013087,0.026179,0.000000,0.021807,0.000000,0.105980,-0.282100,-0.028054,-0.028288,0.043136,-0.002784,READY
1786355211728532950,2026-08-10T16:46:51.728602,prediction,0.071527,-0.009000,0.014598,0.069529,-0.027000,0.009327,True,0.110200,-0.040133,0.005493,0.040671,0.013133,0.003834,28.70,10,-0.161991,0.280059,0.378524,0.004796,0.024867,0.047994,0.000000,0.024426,0.000000,0.105000,-0.260680,-0.027888,-0.051040,0.043872,-0.012928,READY
1786355211757920311,2026-08-10T16:46:51.757938,prediction,0.070528,-0.018000,0.013897,0.069529,-0.027000,0.009327,True,0.110372,-0.039922,0.005610,0.040843,0.012922,0.003718,22.73,10,-0.161991,0.280059,0.378524,0.004796,0.026174,0.051919,0.000000,0.027045,0.000000,0.105000,-0.270620,-0.023904,-0.059840,0.043136,-0.024896,READY
1786355211784752591,2026-08-10T16:46:51.784777,prediction,0.070528,-0.018000,0.013897,0.069529,-0.027000,0.009327,True,0.110458,-0.039817,0.005668,0.040929,0.012817,0.003659,18.68,10,-0.161991,0.280059,0.378524,0.006540,0.029669,0.058031,0.000000,0.029665,0.002609,0.106820,-0.260400,-0.024319,-0.072864,0.038976,-0.044416,READY
1786355211815512197,2026-08-10T16:46:51.815530,prediction,0.068709,-0.000000,0.015298,0.069529,-0.027000,0.009327,True,0.110501,-0.039764,0.005697,0.040972,0.012764,0.003630,16.50,10,-0.161991,0.280059,0.378524,0.006540,0.027487,0.057592,0.003051,0.027045,0.005670,0.098140,-0.238000,-0.014525,-0.078880,0.037248,-0.033280,READY
1786355211847960880,2026-08-10T16:46:51.847991,prediction,0.070528,-0.018000,0.013897,0.069529,-0.027000,0.009327,True,0.110522,-0.039738,0.005711,0.040994,0.012738,0.003616,17.56,10,-0.161991,0.280059,0.378524,0.004796,0.026174,0.050172,0.003051,0.027045,0.005228,0.102200,-0.236740,-0.009130,-0.072256,0.037248,-0.033728,READY
1786355211881571860,2026-08-10T16:46:51.881600,prediction,0.069529,-0.027000,0.013196,0.069529,-0.027000,0.009327,True,0.110533,-0.039725,0.005719,0.041004,0.012725,0.003609,16.30,10,-0.161991,0.280059,0.378524,0.005233,0.024429,0.048432,0.003051,0.024426,0.002609,0.095060,-0.243880,-0.001577,-0.067968,0.037696,-0.035136,READY
1786355211912825073,2026-08-10T16:46:51.912840,prediction,0.071527,-0.009000,0.014598,0.069529,-0.027000,0.009327,True,0.110538,-0.039718,0.005722,0.041010,0.012718,0.003605,16.59,10,-0.161991,0.280059,0.378524,0.003489,0.016576,0.035339,0.002609,0.016579,0.005670,0.097580,-0.232120,-0.000581,-0.061664,0.038464,-0.034400,READY
1786355211945814102,2026-08-10T16:46:51.945833,prediction,0.069529,-0.027000,0.013196,0.069529,-0.027000,0.009327,True,0.110541,-0.039715,0.005724,0.041012,0.012715,0.003603,15.81,10,-0.161991,0.280059,0.378524,0.003051,0.011342,0.022246,0.000000,0.010898,0.002609,0.096320,-0.207620,0.007636,-0.053760,0.037792,-0.033280,READY
1786355211979377521,2026-08-10T16:46:51.979391,prediction,0.071527,-0.009000,0.018437,0.069529,-0.027000,0.009327,True,0.110542,-0.039713,0.005725,0.041014,0.012714,0.003602,15.65,10,-0.161991,0.280059,0.378524,0.001744,0.001744,0.002178,0.000000,0.000000,0.000000,0.100660,-0.211400,0.006889,-0.034624,0.036416,-0.031744,READY
1786355212015744983,2026-08-10T16:46:52.015764,prediction,0.072527,-0.000000,0.019123,0.069529,-0.027000,0.009327,True,0.110543,-0.039713,0.005725,0.041014,0.012713,0.003602,17.19,10,-0.161991,0.280059,0.378524,0.000000,0.000000,0.001740,0.000000,0.002609,0.000000,0.100100,-0.212660,0.013114,-0.028160,0.032448,-0.031616,READY
1786355212057847582,2026-08-10T16:46:52.057865,prediction,0.072527,-0.000000,0.019123,0.069529,-0.027000,0.009327,True,0.110543,-0.039712,0.005726,0.041015,0.012712,0.003602,21.35,10,-0.161991,0.280059,0.378524,0.000000,0.000000,0.000000,0.002609,0.000000,0.000000,0.086800,-0.152460,0.080344,-0.011968,0.018880,-0.028224,READY
1786355212084905741,2026-08-10T16:46:52.085010,prediction,0.070528,-0.018000,0.017751,0.069529,-0.027000,0.009327,True,0.110544,-0.039712,0.005726,0.041015,0.012712,0.003601,18.35,10,-0.161991,0.280059,0.378524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.085820,-0.142240,0.088395,-0.008960,0.017664,-0.027776,READY
1786355212132840372,2026-08-10T16:46:52.132852,prediction,0.070528,-0.018000,0.017751,0.069529,-0.027000,0.009327,True,0.110544,-0.039712,0.005726,0.041015,0.012712,0.003601,29.60,10,-0.161991,0.280059,0.378524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.082040,-0.109340,0.119520,0.000352,0.011360,-0.026112,READY
1786355212150577314,2026-08-10T16:46:52.150607,prediction,0.070528,-0.018000,0.017751,0.069529,-0.027000,0.009327,True,0.110544,-0.039712,0.005726,0.041015,0.012712,0.003601,16.98,10,-0.161991,0.280059,0.378524,0.000000,0.000000,0.000000,0.002609,0.000000,0.000000,0.080780,-0.098140,0.130061,0.003136,0.009920,-0.025664,READY
1786355212181048963,2026-08-10T16:46:52.181062,prediction,0.071527,-0.009000,0.018437,0.069529,-0.027000,0.009327,True,0.110544,-0.039712,0.005726,0.041015,0.012712,0.003601,16.13,10,-0.161991,0.280059,0.378524,0.000000,0.000000,0.000000,0.002609,0.000000,0.000000,0.079240,-0.088340,0.138776,0.005344,0.008032,-0.024992,READY
1786355212214279029,2026-08-10T16:46:52.214295,prediction,0.070528,-0.018000,0.017751,0.069529,-0.027000,0.009327,True,0.110544,-0.039712,0.005726,0.041015,0.012712,0.003601,16.17,10,-0.161991,0.280059,0.378524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.076860,-0.076160,0.149234,0.008416,0.007296,-0.024672,READY
1786355212249410915,2026-08-10T16:46:52.249431,prediction,0.072527,-0.000000,0.019123,0.069529,-0.027000,0.009327,True,0.110544,-0.039712,0.005726,0.041015,0.012712,0.003601,17.08,10,-0.161991,0.280059,0.378524,0.000000,0.001744,0.000000,0.000000,0.002609,0.000000,0.071820,-0.063420,0.154629,0.011136,0.003840,-0.022720,READY
1786355212279877834,2026-08-10T16:46:52.279890,prediction,0.068529,-0.036000,0.016380,0.069529,-0.027000,0.009327,True,0.110544,-0.039712,0.005726,0.041015,0.012712,0.003601,15.75,10,-0.161991,0.280059,0.378524,0.000000,0.001307,0.000000,0.000000,0.000000,0.000000,0.070560,-0.062580,0.154795,0.011808,0.003072,-0.022112,READY
1786355212313306517,2026-08-10T16:46:52.313331,prediction,0.069529,-0.027000,0.020935,0.069529,-0.027000,0.009327,True,0.110544,-0.039712,0.005726,0.041015,0.012712,0.003601,16.04,10,-0.161991,0.280059,0.378524,0.000000,0.001744,0.000000,0.000000,0.000000,0.000000,0.066920,-0.058240,0.155293,0.011872,0.001568,-0.020480,FOLLOWER
1786355212348620028,2026-08-10T16:46:52.348638,prediction,0.069529,-0.027000,0.024804,0.069529,-0.027000,0.009327,True,0.110544,-0.039712,0.005726,0.041015,0.012712,0.003601,16.31,10,-0.161991,0.280059,0.378524,0.000000,0.001307,0.000000,0.000000,0.000000,0.000000,0.065100,-0.056000,0.152720,0.011648,0.000960,-0.020160,FOLLOWER
1786355212379753713,2026-08-10T16:46:52.379771,prediction,0.071527,-0.009000,0.029955,0.069529,-0.027000,0.009327,True,0.110544,-0.039712,0.005726,0.041015,0.012712,0.003601,15.21,10,-0.161991,0.280059,0.378524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062860,-0.055440,0.151641,0.010528,-0.000224,-0.019104,FOLLOWER
1786355212414890488,2026-08-10T16:46:52.414902,prediction,0.073526,0.009000,0.038857,0.069529,-0.027000,0.009327,True,0.110544,-0.039712,0.005726,0.041015,0.012712,0.003601,16.18,10,-0.161991,0.280059,0.378524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057540,-0.056420,0.147740,0.009184,-0.000960,-0.018144,FOLLOWER
1786355212447488494,2026-08-10T16:46:52.447503,prediction,0.075414,0.026000,0.043793,0.069529,-0.027000,0.009327,True,0.110544,-0.039712,0.005726,0.041015,0.012712,0.003601,16.60,10,-0.161991,0.280059,0.378524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055720,-0.056980,0.145001,0.007680,-0.001568,-0.016992,FOLLOWER
1786355212485889987,2026-08-10T16:46:52.485925,prediction,0.070528,-0.018000,0.044731,0.069529,-0.027000,0.009327,True,0.110544,-0.039712,0.005726,0.041015,0.012712,0.003601,17.99,10,-0.161991,0.280059,0.378524,0.000000,0.000000,0.001740,0.000000,0.000000,0.000000,0.054460,-0.057260,0.143092,0.006912,-0.001728,-0.016256,FOLLOWER
1786355212515149985,2026-08-10T16:46:52.515167,prediction,0.073526,0.009000,0.050286,0.069529,-0.027000,0.009327,True,0.110544,-0.039712,0.005726,0.041015,0.012712,0.003601,15.93,10,-0.161991,0.280059,0.378524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.051380,-0.058800,0.139606,0.005248,-0.002624,-0.016096,FOLLOWER
