ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,filt_x,filt_y,filt_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,target_x,target_y,target_z,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff,role
1787034945761080843,2026-08-18T13:35:45.761097,ground_truth,-0.564962,-2.589000,-0.603608,,,,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034945795256542,2026-08-18T13:35:45.795337,ground_truth,-0.175731,-0.924000,-0.142152,-0.564962,-2.589000,-0.603608,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034945873738051,2026-08-18T13:35:45.873794,ground_truth,-0.141515,-0.950000,-0.089651,-0.564962,-2.589000,-0.603608,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034945901733181,2026-08-18T13:35:45.901745,ground_truth,-0.136925,-0.940000,-0.101131,-0.564962,-2.589000,-0.603608,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034946173625544,2026-08-18T13:35:46.173644,ground_truth,-0.410034,-0.762000,-0.007707,-0.564962,-2.589000,-0.603608,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034946309421557,2026-08-18T13:35:46.309448,ground_truth,-0.421872,-0.784000,0.005023,-0.564962,-2.589000,-0.603608,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034946604656286,2026-08-18T13:35:46.604695,ground_truth,-0.349863,-0.675000,-0.044742,-0.421872,-1.145000,0.005023,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034946629600081,2026-08-18T13:35:46.629617,ground_truth,-0.154138,-0.941000,-0.070146,-0.349863,-0.856200,-0.044742,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034946706949542,2026-08-18T13:35:46.706974,ground_truth,-0.159884,-0.986000,0.007946,-0.349863,-0.856200,-0.044742,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034946773727242,2026-08-18T13:35:46.773767,ground_truth,-0.141736,-0.816000,-0.035215,-0.349863,-0.856200,-0.044742,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034946845548747,2026-08-18T13:35:46.845579,ground_truth,-0.146516,-0.687000,-0.065967,-0.349863,-0.856200,-0.044742,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034946912330833,2026-08-18T13:35:46.912381,ground_truth,-0.425639,-0.791000,-0.065499,-0.349863,-0.856200,-0.044742,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034946936479857,2026-08-18T13:35:46.936495,ground_truth,-0.433710,-0.806000,-0.068072,-0.425639,-0.798440,-0.065499,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034946963378609,2026-08-18T13:35:46.963402,ground_truth,-0.441244,-0.820000,-0.070609,-0.439209,-1.076808,-0.155380,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034946996915394,2026-08-18T13:35:46.996942,ground_truth,-0.445549,-0.828000,-0.075402,-0.439548,-1.087095,-0.141251,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034947027705035,2026-08-18T13:35:47.027742,ground_truth,-0.449853,-0.836000,-0.076131,-0.440405,-1.058333,-0.131844,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034947061228862,2026-08-18T13:35:47.061241,ground_truth,-0.451468,-0.839000,-0.079176,-0.441586,-1.030267,-0.124880,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034947095408777,2026-08-18T13:35:47.095430,ground_truth,-0.449853,-0.836000,-0.078893,-0.442684,-1.008009,-0.119802,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034947128673856,2026-08-18T13:35:47.128694,ground_truth,-0.450391,-0.837000,-0.080370,-0.443401,-0.990242,-0.115711,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034947160806276,2026-08-18T13:35:47.160822,ground_truth,-0.454158,-0.844000,-0.081042,-0.444037,-0.975867,-0.112498,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034947195284004,2026-08-18T13:35:47.195310,ground_truth,-0.457925,-0.851000,-0.078902,-0.444880,-0.963973,-0.109877,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034947228835369,2026-08-18T13:35:47.228857,ground_truth,-0.459001,-0.853000,-0.077679,-0.445884,-0.954395,-0.107494,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034947262390510,2026-08-18T13:35:47.262439,ground_truth,-0.461153,-0.857000,-0.078043,-0.446821,-0.946708,-0.105364,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034947295150179,2026-08-18T13:35:47.295206,ground_truth,-0.461692,-0.858000,-0.079551,-0.447776,-0.940275,-0.103543,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034947328738184,2026-08-18T13:35:47.328758,ground_truth,-0.463844,-0.862000,-0.079922,-0.440891,-0.846615,-0.068606,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034947363041641,2026-08-18T13:35:47.363069,ground_truth,-0.465458,-0.865000,-0.080200,-0.443690,-0.831830,-0.074269,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1787034947395299855,2026-08-18T13:35:47.395324,ground_truth,-0.470301,-0.874000,-0.081035,-0.451396,-0.833033,-0.076633,True,,,,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
