ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,filt_x,filt_y,filt_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff,role
1786700745051167517,2026-08-14T16:45:45.051181,ground_truth,0.329372,-2.827000,-0.224749,,,,True,,,,,,,,,,,,,,,,,,,,,,,,FOLLOWER
1786700745184987330,2026-08-14T16:45:45.185004,ground_truth,0.305070,-2.656000,-0.215542,0.329372,-2.827000,-0.224749,True,,,,,,,,,,,,,,,,,,,,,,,,FOLLOWER
1786700745222860446,2026-08-14T16:45:45.222886,ground_truth,0.309090,-2.691000,-0.218382,0.329372,-2.827000,-0.224749,True,,,,,,,,,,,,,,,,,,,,,,,,FOLLOWER
1786700745255296346,2026-08-14T16:45:45.255321,ground_truth,0.311846,-2.715000,-0.220330,0.309090,-2.718200,-0.218382,True,,,,,,,,,,,,,,,,,,,,,,,,FOLLOWER
1786700745285544567,2026-08-14T16:45:45.285582,ground_truth,0.301164,-2.622000,-0.212783,0.311846,-2.715640,-0.220330,True,,,,,,,,,,,,,,,,,,,,,,,,FOLLOWER
1786700745311970838,2026-08-14T16:45:45.311986,ground_truth,0.305070,-2.656000,-0.215542,0.301164,-2.695928,-0.212783,True,,,,,,,,,,,,,,,,,,,,,,,,FOLLOWER
1786700745337263015,2026-08-14T16:45:45.337302,ground_truth,0.311846,-2.715000,-0.220330,0.311308,-2.711986,-0.218357,True,,,,,,,,,,,,,,,,,,,,,,,,FOLLOWER
1786700745369318729,2026-08-14T16:45:45.369338,ground_truth,0.307711,-2.679000,-0.217408,0.311398,-2.707197,-0.218686,True,,,,,,,,,,,,,,,,,,,,,,,,FOLLOWER
1786700745401757264,2026-08-14T16:45:45.401778,ground_truth,0.300690,-2.656000,-0.215542,0.310871,-2.703154,-0.218503,True,,,,,,,,,,,,,,,,,,,,,,,,FOLLOWER
1786700745436143347,2026-08-14T16:45:45.436180,ground_truth,0.303294,-2.679000,-0.217408,0.309599,-2.700031,-0.218133,True,,,,,,,,,,,,,,,,,,,,,,,,FOLLOWER
1786700745467977012,2026-08-14T16:45:45.467995,ground_truth,0.303294,-2.679000,-0.217408,0.308898,-2.697606,-0.218053,True,,,,,,,,,,,,,,,,,,,,,,,,FOLLOWER
1786700745501623701,2026-08-14T16:45:45.501658,ground_truth,0.301935,-2.667000,-0.216434,0.308338,-2.695681,-0.217988,True,,,,,,,,,,,,,,,,,,,,,,,,FOLLOWER
1786700745536950220,2026-08-14T16:45:45.536978,ground_truth,0.303294,-2.679000,-0.217408,0.307756,-2.694118,-0.217847,True,,,,,,,,,,,,,,,,,,,,,,,,FOLLOWER
1786700745569763350,2026-08-14T16:45:45.569804,ground_truth,0.300690,-2.656000,-0.215542,0.307384,-2.692824,-0.217810,True,,,,,,,,,,,,,,,,,,,,,,,,FOLLOWER
1786700745600622730,2026-08-14T16:45:45.600637,ground_truth,0.300690,-2.656000,-0.215542,0.306869,-2.690996,-0.217636,True,,,,,,,,,,,,,,,,,,,,,,,,FOLLOWER
