ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,filt_x,filt_y,filt_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,target_x,target_y,target_z,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff,role
1787026797477933332,2026-08-18T11:19:57.477954,prediction,0.197924,-0.252000,0.006452,0.199422,-0.279000,0.005733,True,0.196539,-0.234415,0.005836,0.001385,0.017585,0.000615,22.60,10,-0.051860,1.085482,0.322972,-0.161983,0.308965,0.388241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002660,-0.162120,0.052124,-0.020160,0.022720,-0.008480,READY
1787026797513945844,2026-08-18T11:19:57.514008,prediction,0.193129,-0.252000,0.006452,0.199422,-0.279000,0.005733,True,0.195459,-0.234724,0.005794,0.002330,0.017277,0.000658,20.19,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005460,-0.163940,0.052124,-0.020480,0.023264,-0.010976,READY
1787026797547997048,2026-08-18T11:19:57.548014,prediction,0.193883,-0.266000,0.006079,0.199422,-0.279000,0.005733,True,0.195044,-0.238701,0.005601,0.001162,0.027299,0.000478,20.68,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005460,-0.163940,0.052124,-0.020480,0.023264,-0.010976,READY
1787026797574061046,2026-08-18T11:19:57.574074,prediction,0.193129,-0.252000,0.006452,0.199422,-0.279000,0.005733,True,0.194425,-0.237899,0.005611,0.001297,0.014101,0.000841,16.88,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005460,-0.163940,0.052124,-0.020480,0.023264,-0.010976,READY
1787026797603494623,2026-08-18T11:19:57.603527,prediction,0.191621,-0.224000,0.007198,0.199422,-0.279000,0.005733,True,0.193350,-0.231899,0.005923,0.001729,0.007899,0.001274,14.53,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005460,-0.163940,0.052124,-0.020480,0.023264,-0.010976,READY
1787026797642678811,2026-08-18T11:19:57.642695,prediction,0.194637,-0.280000,0.005706,0.199422,-0.279000,0.005733,True,0.193929,-0.237899,0.005537,0.000708,0.042101,0.000170,17.93,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003920,-0.161700,0.054033,-0.020480,0.022720,-0.009536,READY
1787026797672340665,2026-08-18T11:19:57.672362,prediction,0.193129,-0.252000,0.006452,0.199422,-0.279000,0.005733,True,0.193662,-0.237592,0.005552,0.000533,0.014408,0.000900,15.36,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003360,-0.163660,0.055444,-0.020480,0.022720,-0.010528,READY
1787026797707841187,2026-08-18T11:19:57.707854,prediction,0.192025,-0.231500,0.006998,0.199422,-0.279000,0.005733,True,0.193005,-0.231755,0.005797,0.000981,0.000255,0.001201,19.18,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004340,-0.161420,0.056606,-0.020480,0.022784,-0.010528,READY
1787026797740881305,2026-08-18T11:19:57.740898,prediction,0.193129,-0.252000,0.011256,0.199422,-0.279000,0.005733,True,0.193059,-0.233295,0.007158,0.000070,0.018705,0.004098,17.65,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004900,-0.161420,0.055444,-0.020480,0.022944,-0.011136,READY
1787026797769505974,2026-08-18T11:19:57.769526,prediction,0.191621,-0.224000,0.011956,0.199422,-0.279000,0.005733,True,0.192436,-0.227295,0.008476,0.000815,0.003295,0.003480,14.56,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004900,-0.161420,0.055444,-0.020480,0.022944,-0.011136,READY
1787026797805602393,2026-08-18T11:19:57.805615,prediction,0.196370,-0.224000,0.011956,0.199422,-0.279000,0.005733,True,0.193202,-0.222430,0.009425,0.003168,0.001570,0.002531,17.33,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004900,-0.161420,0.055444,-0.020480,0.022944,-0.011136,READY
1787026797840418552,2026-08-18T11:19:57.840435,prediction,0.198701,-0.266000,0.015734,0.199422,-0.279000,0.005733,True,0.194673,-0.228430,0.011025,0.004027,0.037570,0.004709,15.93,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004900,-0.161420,0.055444,-0.020480,0.022944,-0.011136,READY
1787026797873031339,2026-08-18T11:19:57.873045,prediction,0.198701,-0.266000,0.015734,0.199422,-0.279000,0.005733,True,0.195682,-0.234430,0.012180,0.003019,0.031570,0.003553,16.88,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004900,-0.161420,0.055444,-0.020480,0.022944,-0.011136,READY
1787026797904766680,2026-08-18T11:19:57.904786,prediction,0.194927,-0.198000,0.017320,0.199422,-0.279000,0.005733,True,0.194929,-0.228430,0.013760,0.000003,0.030430,0.003560,15.91,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.004796,0.000000,0.003487,0.029665,0.016137,0.029665,0.107520,-0.253540,0.223519,0.006848,0.046368,-0.038304,READY
1787026797933927976,2026-08-18T11:19:57.933942,prediction,0.194150,-0.184000,0.022339,0.199422,-0.279000,0.005733,True,0.194152,-0.222430,0.016441,0.000003,0.038430,0.005897,13.30,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.006540,0.001307,0.007413,0.032284,0.010467,0.034903,0.092680,-0.271180,0.205176,0.005792,0.046656,-0.037184,READY
1787026797969671023,2026-08-18T11:19:57.969728,prediction,0.195648,-0.211000,0.021753,0.199422,-0.279000,0.005733,True,0.194224,-0.216430,0.018002,0.001424,0.005430,0.003752,14.74,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.006540,0.001744,0.009160,0.032284,0.013517,0.040573,0.087080,-0.286720,0.197042,0.008256,0.045536,-0.033792,READY
1787026798002848689,2026-08-18T11:19:58.002903,prediction,0.198833,-0.184000,0.027030,0.199422,-0.279000,0.005733,True,0.195029,-0.210430,0.020794,0.003803,0.026430,0.006236,13.44,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.006540,0.001744,0.009160,0.032284,0.013517,0.040573,0.087080,-0.286720,0.197042,0.008256,0.045536,-0.033792,READY
1787026798037544702,2026-08-18T11:19:58.037559,prediction,0.199633,-0.198000,0.026750,0.199422,-0.279000,0.005733,True,0.195927,-0.204430,0.022599,0.003706,0.006430,0.004151,14.05,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.006540,0.001744,0.009160,0.032284,0.013517,0.040573,0.087080,-0.286720,0.197042,0.008256,0.045536,-0.033792,READY
1787026798072387700,2026-08-18T11:19:58.072405,prediction,0.201118,-0.224000,0.030987,0.195616,-0.239667,0.015945,True,0.197092,-0.207142,0.024957,0.004026,0.016858,0.006030,17.09,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.006540,0.001744,0.009160,0.032284,0.013517,0.040573,0.087080,-0.286720,0.197042,0.008256,0.045536,-0.033792,READY
1787026798112246943,2026-08-18T11:19:58.112282,prediction,0.201118,-0.224000,0.035745,0.199422,-0.279000,0.005733,True,0.197905,-0.209034,0.028046,0.003213,0.014966,0.007700,20.98,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.003489,0.001744,0.005666,0.021807,0.007847,0.024426,0.086800,-0.267120,0.199615,0.006080,0.041024,-0.034464,READY
1787026798144223127,2026-08-18T11:19:58.144242,prediction,0.201118,-0.224000,0.035745,0.196681,-0.236680,0.019850,True,0.198444,-0.210255,0.030225,0.002675,0.013745,0.005521,17.30,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.001744,0.000000,0.003487,0.016579,0.005228,0.016137,0.089880,-0.267820,0.200694,0.005856,0.040192,-0.034848,READY
1787026798171652695,2026-08-18T11:19:58.171671,prediction,0.204339,-0.198000,0.040895,0.199422,-0.279000,0.005733,True,0.199522,-0.204255,0.033428,0.004817,0.006255,0.007467,14.76,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.001307,0.000000,0.000000,0.002609,0.002609,0.005228,0.089880,-0.264040,0.195382,0.008352,0.041760,-0.034400,READY
1787026798213087793,2026-08-18T11:19:58.213103,prediction,0.208307,-0.265500,0.044704,0.198514,-0.233693,0.024660,True,0.201464,-0.210255,0.036275,0.006844,0.055245,0.008430,18.69,10,-0.161988,0.308963,0.388246,-0.161988,0.308963,0.388246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080220,-0.257880,0.179529,-0.008256,0.036352,-0.017088,READY
1787026798263603537,2026-08-18T11:19:58.263623,prediction,0.206690,-0.238000,0.045073,0.199418,-0.223885,0.026915,True,0.202286,-0.214159,0.038594,0.004404,0.023841,0.006480,41.82,10,-0.158415,0.358963,0.402033,-0.161611,0.310571,0.389700,0.000000,0.000000,0.000000,0.002609,0.000000,0.000000,0.070560,-0.252000,0.161103,-0.028160,0.028448,0.003584,READY
1787026798290653584,2026-08-18T11:19:58.290669,prediction,0.205485,-0.217500,0.050096,0.200342,-0.222270,0.029457,True,0.202463,-0.210975,0.041837,0.003022,0.006525,0.008259,21.38,10,-0.159030,0.368871,0.404128,-0.161611,0.310571,0.389700,0.000000,0.000000,0.000000,0.000000,0.000000,0.002609,0.066640,-0.248500,0.156123,-0.035360,0.024608,0.009248,READY
1787026798315161435,2026-08-18T11:19:58.315182,prediction,0.205897,-0.224500,0.050013,0.200978,-0.221974,0.031995,True,0.202703,-0.210530,0.044006,0.003194,0.013970,0.006007,19.61,10,-0.159699,0.370651,0.406352,-0.161266,0.314344,0.391729,0.000000,0.000000,0.000000,0.002609,0.000000,0.000000,0.062580,-0.243880,0.143590,-0.046304,0.019488,0.016320,READY
