ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,filt_x,filt_y,filt_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,target_x,target_y,target_z,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff,role
1786947866246331447,2026-08-17T13:24:26.246347,prediction,0.021926,0.039000,0.018737,0.021926,0.025200,0.018737,True,0.101926,0.009795,0.011667,0.080000,0.029205,0.007071,15.37,10,-0.162001,0.280055,0.378533,-0.161994,0.280053,0.378524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786947866280181583,2026-08-17T13:24:26.280194,prediction,0.019206,0.067000,0.016604,0.019206,0.058640,0.016604,True,0.089607,0.029795,0.010545,0.070401,0.037206,0.006059,17.72,10,-0.249094,0.311890,0.375922,-0.164371,0.268701,0.377381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786947866316606854,2026-08-17T13:24:26.316628,prediction,0.018350,0.048000,0.015344,0.018350,0.050128,0.015344,True,0.098350,0.020905,0.007999,0.080000,0.027095,0.007345,18.35,10,-0.236775,0.334258,0.374800,-0.164371,0.268701,0.377381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786947866355135916,2026-08-17T13:24:26.355151,prediction,0.023924,0.085000,0.017797,0.023924,0.063626,0.017797,True,0.078767,0.040905,0.013002,0.054843,0.044095,0.004795,22.19,10,-0.245517,0.331620,0.372255,-0.167543,0.262686,0.376708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786947866384977655,2026-08-17T13:24:26.384992,prediction,0.025878,0.130000,0.020779,0.021857,0.061685,0.017852,True,0.058767,0.060905,0.018367,0.032889,0.069095,0.002412,18.73,10,-0.225935,0.338203,0.377258,-0.167543,0.262686,0.376708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786947866413672710,2026-08-17T13:24:26.413691,prediction,0.024315,0.094000,0.018393,0.022266,0.065670,0.017942,True,0.073554,0.080905,0.014249,0.049239,0.013095,0.004144,16.03,10,-0.232651,0.336676,0.376572,-0.172049,0.258448,0.376291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786947866446292274,2026-08-17T13:24:26.446309,prediction,0.025878,0.130000,0.020779,0.022782,0.073706,0.018348,True,0.058195,0.100905,0.018381,0.032317,0.029095,0.002398,15.62,10,-0.230663,0.340992,0.376894,-0.172049,0.258448,0.376291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786947866489122413,2026-08-17T13:24:26.489142,prediction,0.021492,0.029000,0.018091,0.022621,0.077141,0.018316,True,0.078195,0.080905,0.010553,0.056704,0.051905,0.007538,22.69,10,-0.227049,0.347443,0.377714,-0.176859,0.256397,0.376132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786947866518812136,2026-08-17T13:24:26.518829,prediction,0.031014,0.067000,0.020547,0.023554,0.076851,0.018564,True,0.085401,0.060905,0.015919,0.054387,0.006095,0.004628,21.03,10,-0.226838,0.352924,0.377351,-0.176859,0.256397,0.376132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786947866550239973,2026-08-17T13:24:26.550253,prediction,0.035642,0.085000,0.021710,0.024762,0.076010,0.018878,True,0.076790,0.069686,0.018463,0.041147,0.015314,0.003247,18.63,10,-0.227475,0.357279,0.377665,-0.181580,0.256557,0.376099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
