ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff,role
1786346124898677570,2026-08-10T14:15:24.898693,ground_truth,-0.535899,-2.867500,0.023109,True,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786346125655275719,2026-08-10T14:15:25.655315,ground_truth,-0.427689,-2.611000,-0.043661,True,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786346126845247852,2026-08-10T14:15:26.845292,ground_truth,-0.550903,-2.922000,0.028376,True,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786346127052005140,2026-08-10T14:15:27.052053,ground_truth,-0.435634,-2.633000,-0.026630,True,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786346129354810009,2026-08-10T14:15:29.354846,ground_truth,-0.434462,-2.600000,-0.043477,True,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786346129526663688,2026-08-10T14:15:29.526696,ground_truth,-0.487329,-2.703000,-0.000544,True,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786346130553217262,2026-08-10T14:15:30.553258,ground_truth,-0.426951,-2.633000,-0.044029,True,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786346131878800703,2026-08-10T14:15:31.878822,ground_truth,-0.560539,-2.922000,0.129750,True,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786346131906055306,2026-08-10T14:15:31.906079,ground_truth,-0.433180,-2.567000,-0.042925,True,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
1786346132142289796,2026-08-10T14:15:32.142329,ground_truth,-0.445430,-2.589000,0.008033,True,,,,,,,,,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,OFF
