ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff,role
1786346205790318723,2026-08-10T14:16:45.790332,prediction,0.017690,0.016000,0.003742,True,0.098569,-0.056352,-0.006601,0.080879,0.072352,0.010343,20.22,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786346205822221694,2026-08-10T14:16:45.822236,prediction,0.017910,0.008000,0.003687,True,0.098569,-0.056337,-0.006609,0.080659,0.064337,0.010296,19.38,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786346205852307207,2026-08-10T14:16:45.852323,prediction,0.017910,0.008000,0.003687,True,0.098569,-0.056265,-0.006609,0.080659,0.064265,0.010297,17.09,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786346205886430474,2026-08-10T14:16:45.886445,prediction,0.017910,0.008000,0.003687,True,0.098569,-0.056168,-0.006607,0.080659,0.064168,0.010294,16.40,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786346205918732745,2026-08-10T14:16:45.918751,prediction,0.017910,0.008000,0.003687,True,0.098569,-0.056056,-0.006601,0.080659,0.064056,0.010288,17.35,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786346205955686448,2026-08-10T14:16:45.955720,prediction,0.018130,-0.000000,0.003633,True,0.098569,-0.055954,-0.006595,0.080440,0.055954,0.010228,17.32,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786346205990660364,2026-08-10T14:16:45.990675,prediction,0.017910,0.008000,0.003687,True,0.098569,-0.055862,-0.006589,0.080659,0.063862,0.010276,17.84,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786346206022934831,2026-08-10T14:16:46.022955,prediction,0.017690,0.016000,0.003742,True,0.098569,-0.055784,-0.006584,0.080879,0.071784,0.010326,16.70,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786346206057910398,2026-08-10T14:16:46.057929,prediction,0.018130,-0.000000,0.003633,True,0.098569,-0.055714,-0.006578,0.080440,0.055714,0.010211,16.87,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1786346206086998632,2026-08-10T14:16:46.087017,prediction,0.017690,0.016000,0.003742,True,0.098569,-0.055658,-0.006572,0.080879,0.071658,0.010314,15.41,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1786346206120159886,2026-08-10T14:16:46.120175,prediction,0.017910,0.008000,0.003687,True,0.098569,-0.055631,-0.006569,0.080659,0.063631,0.010256,15.76,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1786346206155108943,2026-08-10T14:16:46.155126,prediction,0.018130,-0.000000,0.003633,True,0.098569,-0.055617,-0.006567,0.080440,0.055617,0.010200,16.37,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1786346206184913610,2026-08-10T14:16:46.184934,prediction,0.018569,-0.016000,0.003524,True,0.098569,-0.055610,-0.006567,0.080000,0.039610,0.010091,14.41,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1786346206218624570,2026-08-10T14:16:46.218646,prediction,0.019009,-0.032000,0.003415,True,0.098569,-0.055606,-0.006566,0.079560,0.023606,0.009981,14.91,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1786346206256069587,2026-08-10T14:16:46.256089,prediction,0.018130,-0.000000,0.003633,True,0.098569,-0.055605,-0.006566,0.080440,0.055605,0.010199,18.39,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1786346206291889521,2026-08-10T14:16:46.291903,prediction,0.018569,-0.016000,0.003524,True,0.098569,-0.055604,-0.006566,0.080000,0.039604,0.010090,19.83,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1786346206323313249,2026-08-10T14:16:46.323329,prediction,0.018130,-0.000000,0.003633,True,0.098569,-0.055603,-0.006566,0.080440,0.055603,0.010199,17.78,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1786346206358550824,2026-08-10T14:16:46.358563,prediction,0.017910,0.008000,0.003687,True,0.098569,-0.055603,-0.006566,0.080659,0.063603,0.010253,19.50,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1786346206388960823,2026-08-10T14:16:46.388973,prediction,0.019009,-0.032000,0.003415,True,0.098569,-0.055603,-0.006566,0.079560,0.023603,0.009981,18.15,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1786346206422202571,2026-08-10T14:16:46.422216,prediction,0.018349,-0.008000,0.003578,True,0.098569,-0.055603,-0.006566,0.080220,0.047603,0.010144,18.01,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1786346206457540738,2026-08-10T14:16:46.457563,prediction,0.018789,-0.024000,0.003469,True,0.098569,-0.055603,-0.006566,0.079780,0.031603,0.010035,20.38,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1786346206487026969,2026-08-10T14:16:46.487047,prediction,0.018569,-0.016000,0.003524,True,0.098569,-0.055603,-0.006566,0.080000,0.039603,0.010090,16.27,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
1786346206518629677,2026-08-10T14:16:46.518653,prediction,0.018130,-0.000000,0.003633,True,0.098569,-0.055603,-0.006566,0.080440,0.055603,0.010199,14.83,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,FOLLOWER
