ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,filt_x,filt_y,filt_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,target_x,target_y,target_z,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff,role
1786956995186094063,2026-08-17T15:56:35.186197,ground_truth,0.092229,-0.136000,0.014448,0.098096,-0.154800,-0.000219,True,,,,,,,,,,,,-0.161989,0.308962,0.388256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003360,-0.156520,0.091300,-0.008800,0.021824,-0.007136,READY
1786956995219796742,2026-08-17T15:56:35.219861,ground_truth,0.093658,-0.116000,0.015212,0.092229,-0.136000,0.014448,True,,,,,,,,,-0.161989,0.308963,0.388257,-0.161989,0.308962,0.388256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003360,-0.154560,0.089972,-0.008800,0.022048,-0.007136,READY
1786956995256018017,2026-08-17T15:56:35.256045,ground_truth,0.093658,-0.116000,0.019332,0.092229,-0.136000,0.014448,True,,,,,,,,,-0.161989,0.308963,0.388257,-0.161989,0.308963,0.388257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003640,-0.154280,0.089806,-0.008960,0.021664,-0.007296,READY
1786956995284187837,2026-08-17T15:56:35.284239,ground_truth,0.089227,-0.178000,0.017066,0.092229,-0.136000,0.014448,True,,,,,,,,,-0.161989,0.308963,0.388257,-0.161989,0.308963,0.388257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003640,-0.154280,0.089806,-0.008960,0.021664,-0.007296,READY
1786956995319992608,2026-08-17T15:56:35.320047,ground_truth,0.089942,-0.168000,0.017432,0.092229,-0.136000,0.014448,True,,,,,,,,,-0.161989,0.308963,0.388257,-0.161989,0.308963,0.388257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003640,-0.154280,0.089806,-0.008960,0.021664,-0.007296,READY
1786956995350452934,2026-08-17T15:56:35.350475,ground_truth,0.089227,-0.178000,0.017066,0.092229,-0.136000,0.014448,True,,,,,,,,,-0.161989,0.308963,0.388257,-0.161989,0.308963,0.388257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003640,-0.154280,0.089806,-0.008960,0.021664,-0.007296,READY
1786956995385841220,2026-08-17T15:56:35.385881,ground_truth,0.093658,-0.116000,0.019332,0.092229,-0.136000,0.014448,True,,,,,,,,,-0.161989,0.308963,0.388257,-0.161989,0.308963,0.388257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002660,-0.155820,0.090968,-0.009248,0.021664,-0.006976,READY
1786956995420774839,2026-08-17T15:56:35.420795,ground_truth,0.090728,-0.157000,0.017834,0.092229,-0.136000,0.014448,True,,,,,,,,,-0.161989,0.308963,0.388257,-0.161989,0.308963,0.388257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004900,-0.155820,0.090636,-0.009536,0.022208,-0.007680,READY
1786956995453501658,2026-08-17T15:56:35.453524,ground_truth,0.090728,-0.157000,0.022022,0.092229,-0.136000,0.014448,True,,,,,,,,,-0.161989,0.308963,0.388257,-0.161989,0.308963,0.388257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003640,-0.155540,0.089308,-0.009536,0.022208,-0.007520,READY
1786956995486702010,2026-08-17T15:56:35.486723,ground_truth,0.091443,-0.147000,0.026542,0.092229,-0.136000,0.014448,True,,,,,,,,,-0.161989,0.308963,0.388257,-0.161989,0.308963,0.388257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003640,-0.155540,0.089308,-0.009536,0.022208,-0.007520,READY
