ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff,role
1786345569179190079,2026-08-10T14:06:09.179213,prediction,-0.003679,-0.000000,-0.003686,True,0.072383,-0.037774,-0.013741,0.076062,0.037774,0.010055,40.88,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786345569220555112,2026-08-10T14:06:09.220568,prediction,-0.003951,0.008000,-0.003354,True,0.072383,-0.039085,-0.014773,0.076335,0.047085,0.011419,41.02,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786345569254616267,2026-08-10T14:06:09.254634,prediction,-0.003951,0.008000,-0.003354,True,0.072383,-0.039538,-0.015294,0.076335,0.047538,0.011940,33.45,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786345569293618556,2026-08-10T14:06:09.293636,prediction,-0.003406,-0.008000,-0.004018,True,0.072383,-0.039765,-0.015548,0.075789,0.031765,0.011530,34.94,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786345569330323723,2026-08-10T14:06:09.330353,prediction,-0.004224,0.016000,-0.003022,True,0.072383,-0.039907,-0.015662,0.076607,0.055907,0.012640,32.89,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786345569370379319,2026-08-10T14:06:09.370413,prediction,-0.007357,-0.000000,-0.003686,True,0.072383,-0.039995,-0.015703,0.079741,0.039995,0.012017,32.81,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786345569409039737,2026-08-10T14:06:09.409060,prediction,-0.011036,-0.000000,-0.000000,True,0.072383,-0.040047,-0.015707,0.083419,0.040047,0.015707,33.86,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786345569455832188,2026-08-10T14:06:09.455854,prediction,-0.011282,0.008000,0.003991,True,0.072383,-0.040075,-0.015695,0.083665,0.048075,0.019687,41.41,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786345569495871243,2026-08-10T14:06:09.495895,prediction,-0.010790,-0.008000,0.003380,True,0.072383,-0.040085,-0.015677,0.083173,0.032086,0.019058,38.32,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
1786345569530487149,2026-08-10T14:06:09.530502,prediction,-0.010544,-0.016000,0.010499,True,0.072383,-0.040085,-0.015658,0.082927,0.024085,0.026157,35.01,10,-0.162001,0.280055,0.378533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,READY
