ros_timestamp_ns,wall_time,trajectory_mode,meas_x,meas_y,meas_z,is_tracked,pred_x,pred_y,pred_z,mae_x,mae_y,mae_z,inference_ms,buffer_size,robot_ee_x,robot_ee_y,robot_ee_z,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j1_eff,j2_eff,j3_eff,j4_eff,j5_eff,j6_eff,role
1786352656174947976,2026-08-10T16:04:16.174970,prediction,-0.010270,0.017000,0.016565,True,0.064589,-0.052599,-0.000258,0.074859,0.069599,0.016824,29.06,10,-0.160851,0.282415,0.379139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.009240,-0.104160,0.078103,-0.020384,-0.008864,-0.007360,OFF
1786352656201350250,2026-08-10T16:04:16.201373,prediction,-0.010270,0.017000,0.016565,True,0.067160,-0.042599,0.002214,0.077429,0.059599,0.014352,22.61,10,-0.160851,0.282415,0.379139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.009520,-0.104160,0.078103,-0.020704,-0.008864,-0.007296,OFF
1786352656228775648,2026-08-10T16:04:16.228796,prediction,-0.010270,0.017000,0.016565,True,0.068445,-0.036025,0.003460,0.078715,0.053025,0.013105,17.72,10,-0.160852,0.282416,0.379142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.009520,-0.104160,0.078103,-0.020704,-0.009184,-0.007296,OFF
1786352656272112922,2026-08-10T16:04:16.272127,prediction,-0.010270,0.017000,0.016565,True,0.069088,-0.032958,0.004051,0.079357,0.049958,0.012515,24.58,10,-0.160852,0.282416,0.379142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.009240,-0.104160,0.078103,-0.020704,-0.009184,-0.007584,OFF
1786352656297478316,2026-08-10T16:04:16.297499,prediction,-0.010270,0.017000,0.016565,True,0.069409,-0.031614,0.004289,0.079679,0.048614,0.012277,16.66,10,-0.160852,0.282416,0.379142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.007980,-0.104160,0.078103,-0.020384,-0.008864,-0.006848,OFF
1786352656335859856,2026-08-10T16:04:16.335875,prediction,-0.010270,0.017000,0.016565,True,0.069570,-0.031091,0.004344,0.079839,0.048091,0.012222,23.79,10,-0.160852,0.282416,0.379142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.009800,-0.104160,0.078103,-0.020704,-0.008864,-0.007296,OFF
1786352656365511144,2026-08-10T16:04:16.365525,prediction,-0.010270,0.017000,0.016565,True,0.069650,-0.030916,0.004300,0.079920,0.047916,0.012265,17.69,10,-0.160852,0.282416,0.379142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.009520,-0.104160,0.078103,-0.020704,-0.008864,-0.007136,OFF
1786352656406476396,2026-08-10T16:04:16.406494,prediction,-0.010270,0.017000,0.016565,True,0.069690,-0.030884,0.004209,0.079960,0.047884,0.012356,27.37,10,-0.160852,0.282416,0.379142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010220,-0.104160,0.078103,-0.020704,-0.009184,-0.007808,OFF
1786352656430064611,2026-08-10T16:04:16.430088,prediction,-0.010270,0.017000,0.016565,True,0.069710,-0.030893,0.004110,0.079980,0.047893,0.012456,18.01,10,-0.160852,0.282416,0.379142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010220,-0.104160,0.078103,-0.020384,-0.008864,-0.007136,OFF
1786352656458149711,2026-08-10T16:04:16.458174,prediction,-0.010270,0.017000,0.016565,True,0.069720,-0.030933,0.004018,0.079990,0.047933,0.012548,15.19,10,-0.160852,0.282416,0.379142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.010780,-0.104160,0.078103,-0.020384,-0.008864,-0.007296,OFF
1786352656498987687,2026-08-10T16:04:16.499060,prediction,-0.010270,0.017000,0.016565,True,0.069725,-0.030953,0.003972,0.079995,0.047953,0.012594,21.55,10,-0.160852,0.282416,0.379142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.009520,-0.104160,0.078103,-0.020384,-0.008864,-0.007296,OFF
1786352656553238923,2026-08-10T16:04:16.553309,prediction,-0.010270,0.017000,0.016565,True,0.069728,-0.030963,0.003949,0.079997,0.047963,0.012617,35.12,10,-0.160852,0.282416,0.379142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.009240,-0.104160,0.078103,-0.020704,-0.009184,-0.007520,OFF
1786352656584590178,2026-08-10T16:04:16.584612,prediction,-0.010270,0.017000,0.016565,True,0.069729,-0.030968,0.003937,0.079999,0.047968,0.012628,31.18,10,-0.160852,0.282416,0.379142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.007980,-0.104160,0.078103,-0.020704,-0.008864,-0.007296,OFF
